id,blocker_kind,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,execution_context,assertion,missing_evidence,evidence_artifact_status,evidence_posture,message
"seller_onboarding_provider_outage_visible","runtime_evidence","Sourcera_Master_Spec.md","72940","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","observability_contract","runtime_test","Convex, PostHog, and Loops.so outage simulations MUST produce §49.1.7.A failure behavior and §42 / §51 alerting without silent dashboard drift.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_onboarding_stage3_abandonment_allowance_not_debited","runtime_evidence","Sourcera_Master_Spec.md","72941","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_billing_invariant","runtime_test","Stage-3 `first_pass_responses` batches cancelled before the §34.10.4 allowance-debit predicate MUST preserve partial drafts and MUST NOT consume the lifetime-free allowance.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"audit_event_residency_partitioning_bound","runtime_evidence","Sourcera_Master_Spec.md","72960","M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","blocker","v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","residency_integrity","runtime_test + pr_lint","AuditEvent writes, exports, hash-chain partitions, and Ops reads MUST bind to the owning Org / Workspace / Bid Workspace residency and reject cross-region export/signing with `audit_export_residency_mismatch`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_export_delivery_residency_bound","runtime_evidence","Sourcera_Master_Spec.md","72961","M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","blocker","v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","privacy_residency_invariant","runtime_test + pr_lint","DSAR export archives, manifests, download URLs, and re-issues MUST use `DSARRequest.data_residency_region`; residency migration must revoke and regenerate ready URLs in the authoritative region.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"observability_residency_routing_bound","runtime_evidence","Sourcera_Master_Spec.md","72962","M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","blocker","v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","observability_contract","runtime_test + deploy_validator","Datadog, Sentry, PostHog, Loops.so, and Zendesk routing tables MUST cover `us`, `eu`, `apac`, and `custom`, and MUST reject customer bodies/artifacts in global provider planes.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"appendix_g_legacy_alias_retirement_enforced","runtime_evidence","Sourcera_Master_Spec.md","72976","M.5.64 v7.2.0-REM Phase 9.1 Appendix G Residual P1 addition (D-9.1-007 / -008 / -016 / -019 closure; D-9.1-002 adjacent P2 closure) {#m-5-64-v72rem-phase-9-1-appendix-g-residual-p1-addition}","blocker","v7.2.0-REM Phase 9.1 Appendix G Residual P1 addition (D-9.1-007 / -008 / -016 / -019 closure; D-9.1-002 adjacent P2 closure) {#m-5-64-v72rem-phase-9-1-appendix-g-residual-p1-addition}","spec_binding_pending_pack_m02_3","m02_3","deprecation_contract","pr_lint + runtime_test","Legacy Hero Moment aliases marked ""REMOVED at v7.1.0"" MUST NOT be emitted or consumed by active dashboards; any runtime emission produces `usage_analytics_alias_retirement_overdue`. Local pr_lint guard `tools/spec-lint/gates/appendix_g_legacy_alias_retirement_enforced.ts` and pass/fail fixtures are present and verified 2026-07-12; the composite row remains pending for runtime emitter and dashboard-query evidence.","the composite row remains pending for runtime emitter and dashboard-query evidence","tools/spec-lint/gates/appendix_g_legacy_alias_retirement_enforced.ts:present","local_guard_present_external_evidence_pending","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
"integration_export_payload_allowlist","runtime_evidence","Sourcera_Master_Spec.md","73020","M.5.67 v7.2.0-REM Phase 8.2 Integration Export API P1 addition (D-8.2-019 closure) {#m-5-67-v72rem-phase-8-2-integration-export-api-p1-addition}","blocker","v7.2.0-REM Phase 8.2 Integration Export API P1 addition (D-8.2-019 closure) {#m-5-67-v72rem-phase-8-2-integration-export-api-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","privacy_firewall_invariant","runtime_test + pr_lint","Integration-export target payloads MUST exclude credential material, internal comments, internal scores and scoring rationale, draft Selection Report text, non-winning vendor data, Marketplace Match Score internals, provider response bodies, and raw provider error bodies.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"cmek_rotation_runtime_evidence","runtime_evidence","Sourcera_Master_Spec.md","73047","M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","blocker","v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test + release_stamp","CMEK validate, rotate, revoke, paused-decrypt, restored-decrypt, audit-event, and provider-outage paths MUST pass against real key-provider fixtures before Enterprise CMEK can be claimed.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"field_encryption_plaintext_egress_guard","runtime_evidence","Sourcera_Master_Spec.md","73048","M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","blocker","v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","spec_binding_pending_pack_m11_3","m11_3","privacy_security_invariant","runtime_test + deploy_validator","Active FieldEncryptionPolicy fields MUST NOT egress plaintext to logs, PostHog, webhooks, emails, exports, or provider prompts except through explicitly authorized §6.8 / §40.4 paths.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"video_demo_transcript_pii_redaction","runtime_evidence","Sourcera_Master_Spec.md","73052","M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","blocker","v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","spec_binding_pending_pack_m21_3","m21_3","privacy_security_invariant","runtime_test + deploy_validator","VideoDemoAsset playback and AI summary MUST remain blocked until scan, transcript generation, PII redaction, visibility, retention, and residency checks pass.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"mobile_full_parity_closure","runtime_evidence","Sourcera_Master_Spec.md","73054","M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","blocker","v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition}","spec_binding_pending_pack_m21_3","m21_3","mobile_parity_consistency","runtime_test + release_stamp","Every customer-facing §38.8.2 row MUST be `parity` or `supported`, or have a verified MobileParityClosureRecord naming an allowed §38.4 exception.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"capability_declaration_reuse_count_consistency","runtime_evidence","Sourcera_Master_Spec.md","73171","M.5.79 v7.1.1 Phase 5.1 Seller Teams Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-79-v711-phase-5-1-seller-teams-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 5.1 Seller Teams Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-79-v711-phase-5-1-seller-teams-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m11_3","m11_3","materialized_view_consistency","deploy_validator + runtime_test","CapabilityDeclaration.`reuse_count` MUST equal the count of submitted BidResponse references within p99 ≤ 5 minutes; a nightly full reconciliation MUST repair or fail closed on drift using Appendix J `seller_team_runtime_gate_failure_kind`. Required missing artifacts: `convex/deploy_validators/capability_declaration_reuse_count_consistency.ts` and `tests/integration/capability_declaration_reuse_count_consistency.spec.ts`. No override permits a known mismatch at stamp time.","convex/deploy_validators/capability_declaration_reuse_count_consistency.ts, tests/integration/capability_declaration_reuse_count_consistency.spec.ts","convex/deploy_validators/capability_declaration_reuse_count_consistency.ts:missing; tests/integration/capability_declaration_reuse_count_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
